row_number,source,author_id,gold_hsd_answer,local_llm_prediction,failure_type,cleaned_text
132,dynahate,pseudo_ccc16b1cdec1,0,1,false_positive,"Islam might be correct on a few of issues not all of them. Now, nearly all religions not only has, but condones, at some point, child rape and inbreeding, including Christianity, Hindus... they all do it. Still, it's a disgusting reason to call them desert dwellers and inbred pakis. Stop scapegoating it, look at your own culture and biases and make that strong again"
145,hatemoji_build,pseudo_bdaf17266b00,1,0,false_negative,women are actual 🤡
154,toxic_spans,pseudo_8d9cad2b5f8f,0,1,false_positive,"Good, flagged again for more harassment.  Hope you're butt is 86 from this site. Good riddence."
160,toxic_spans,pseudo_ecbb76a7cd5b,0,1,false_positive,"""We’ve already been paying the surcharge for 10 years and to extend it would be virtually painless. ""\n\nFoolish to be believe THAT will even be enough.  They're just selling you down the road..bit by bit."
179,dynahate,pseudo_ae974366a4d4,0,1,false_positive,"Look at this ""And after giving his moral lecture on the undeniable jewish superiority, Rabbi Pornhub went to a ritual to suck a babies penis. Even though he had Herpes, which he had contracted at the local brothel from a polish slave girl"" Who writes this shit?"
187,dynahate,pseudo_e1b2a5f7201d,0,1,false_positive,"The Yaquis and Aztecs of [LOCATION] look quite Asian but I think the Plains Indians and Cherokees intermarried with the Solutreans (Early Europeans) that were here before them ([DATE]). All tribes are not created equal. An easy way to size up the ancestry of Indians is to note the distance between shoulder and elbow. If they are close together meaning they have a short upper arm, they're probably related to Asian people. One thing I noticed about the tribes in [LOCATION] is they seem to interact with Indians of different tribes more than they do with whites."
207,dynahate,pseudo_c07a335cba02,1,0,false_negative,"Refugees are forced to leave their countries because of islamic culture for sure in addition to war, violence, and/or famine."
227,hatemoji_build,pseudo_c7b509a1b639,0,1,false_positive,👑 that nigga
247,dynahate,pseudo_f32a674fe748,0,1,false_positive,if you're a glasses wearer you should stick to your kind and only mix with other glasses wearers
279,dynahate,pseudo_27416d508007,1,0,false_negative,"you can take trash out of the 3rd world, but you can't take the 3rd world out of trash."
280,dynahate,pseudo_388c0b5b544a,1,0,false_negative,"I'm [PERSON] with Indo parents and Indo grandparents except one who is fully German. My mom's side is a true Indo family (they live traditionally like animals) and even though my dad's family largely lives abroad, the family members I've been in touch with were all identifying as Indo too."
281,measuring_hate_speech,pseudo_1f525181a1be,1,0,false_negative,"I'm not saying you said that, I'm just saying that if you find a slur offensive (in this case the word niga) you'd find every other slur offensive. For me it's the opposite, I find none of them offensive because unless the context is bad no one should give a shit. I can call my black friend ""niga"" in a friendly way or in an evil way. There's a difference"
296,dynahate,pseudo_8c8759ed306e,1,0,false_negative,I am not racist but I wouldn't want a curry munching wife
311,hatecheck,pseudo_ca8b347c3bf6,0,1,false_positive,"You can't seriously believe that ""gay people are lesser beings""."
343,hatecheck,pseudo_69b071a8a880,0,1,false_positive,I will embrace you and any other trans people like you.
382,hatemoji_check,pseudo_6f012a612f42,1,0,false_negative,let's just [EMOJI] those [EMOJI]
397,dynahate,pseudo_ddfdd2591f64,1,0,false_negative,"Roma gypsies aren't really seen in the [LOCATION] that much, let's keep it that way. I think they're mostly found in [LOCATION]."
423,hatemoji_check,pseudo_d16bd79e0b05,1,0,false_negative,Women are like 🦟
445,hatemoji_check,pseudo_7124b4493370,0,1,false_positive,Those kinds of bullies ought to be 🔫
468,convabuse,pseudo_8beaff194c10,0,1,false_positive,you gimp
479,convabuse,pseudo_75f5581222dd,0,1,false_positive,will you fuck me?
486,convabuse,pseudo_1dec112b06f0,0,1,false_positive,i want to kill eliza
492,convabuse,pseudo_d51cf75b99b5,0,1,false_positive,does mia want to get into your pants
493,convabuse,pseudo_f4e75fd4d230,0,1,false_positive,You're a total bitch/
496,convabuse,pseudo_e794d45d9b86,0,1,false_positive,fuck
536,tweet_eval_hate,pseudo_4dadf67caa1f,0,1,false_positive,First thing they say is that you a hoe . Bitch where...
540,tweet_eval_hate,pseudo_2565b5722b6a,1,0,false_negative,"[USER] On the way home from stealing at walmart they wreck the car they are driving with stolen plates, no insurance and no drivers licence. To cover the expense, MY car insurance goes up $50 every 6 months. #SendThemBack #BuildTheWall"
541,tweet_eval_hate,pseudo_427af21639ac,0,1,false_positive,[USER] nah I'm not gonna call you that  that's for whores     you just my bitch ;)
543,tweet_eval_hate,pseudo_6572ea21c9d0,1,0,false_negative,#Midterms #VoteRed2018 Please remember Mollie Tibbets life was taken by an Illegal!! #BuildThatWall Please Retweet! Please Retweet! Please Retweet! [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] RETWEET!
549,tweet_eval_hate,pseudo_ace9e8657741,0,1,false_positive,Definition of a whore/trash/piece of dirt/bitch
552,tweet_eval_hate,pseudo_46f99c16351d,0,1,false_positive,Theon greyjoy is a cunty cunt that deserves getting his dick cut off. Traitorous bitch #gameofthrones
554,tweet_eval_hate,pseudo_72665da8855a,0,1,false_positive,[USER] Tucker an arrogant ahole! A Trump bitch!
555,tweet_eval_offensive,pseudo_92d4a42a5fe1,0,1,false_positive,"liberalismisamentaldisorder, but it is also a danger to our country. [TAG] are showing themselves to be utterly hateful. they do not care about truth, they only care about power."
562,tweet_eval_hate,pseudo_e452567b6894,0,1,false_positive,"It baffles me that women allow themselves to get mistreated by ain't shit ass dudes. BITCH you beautiful, act like it!!!!"
577,tweet_eval_hate,pseudo_d655c73adced,1,0,false_negative,#sendthemback take care of your #people [USER] [USER]
589,tweet_eval_offensive,pseudo_cd393c13aa86,0,1,false_positive,"30. By people disguised as good guys, wearing all black, no concern of bystanders being shot - FBI, Antifa, Vegas shooting"
593,tweet_eval_offensive,pseudo_3981fa4e86b6,0,1,false_positive,"[TAG] the moment [TAG] is exposed as a fraud, expect a new accuser to surface. liberals are a one trick pony. liberalism is amental disorder"
596,tweet_eval_offensive,pseudo_dba69f8aabc3,0,1,false_positive,"#Dems are disgusting. They only believe women who accuse conservatives of abuse crimes. When liberals are accused, they ignore the accusations."
607,tweet_eval_hate,pseudo_c966f07ab828,1,0,false_negative,why females assume you got hoes ? like bitch ian got no hoes [EMOJI]
609,tweet_eval_offensive,pseudo_6a262d813185,0,1,false_positive,[TAG] are so pathetic! innocent until proven guilty mean much? [TAG] should look at their own party if they need a rapist to hang! kavanaugh is innocent [TAG] . [TAG] are straight from the pitts of hell [EMOJI]
617,tweet_eval_hate,pseudo_c8d314a32a44,1,0,false_negative,ICE files detainer against man suspected of shooting Fort Myers police officer via [USER] Yet another shooting of a citizen and police officer that would not/should not have happened if our laws were enforced.#DeportThemAll
620,tweet_eval_offensive,pseudo_4b4b1edc87e8,0,1,false_positive,"#Barbara Boxer If LIBERALS Want to Use RAPE as a Political Tactic! THEY Had Better Have Some HARD EVIDENCE! Her Word Isn't Evidence!!! Its Called [PERSON] . On that note, I Could Say ' YOU  ' Cornered Me In A Bathroom, And put YOUR Hands All Over Me' 35 Years Ago. PROVE ME WRONG"
626,tweet_eval_hate,pseudo_d574cd909444,1,0,false_negative,[USER] if its gets you upset - hes the best man for the job. [TAG] [TAG] [TAG]
636,tweet_eval_hate,pseudo_814670e22b45,1,0,false_negative,"[USER] No they shouldn't. #NoDACA, #NoAmnesty.Dreamers could be allowed to apply for legal migration once deported without being penalized for their deportation. Fine. But no amnesty for anyone who's an illegal. The days ignoring illegal immigration are over. Stop it.#BuildTheWall."
643,tweet_eval_hate,pseudo_5c2f2af3eb33,1,0,false_negative,[USER] #NoDaca #NoAmnesty #NoAnchorBabies 2 illegals do not make a legal #BuildTheWall
665,tweet_eval_hate,pseudo_daab4b41b36f,1,0,false_negative,We need to show people more of what's really happening in the EU countries who have open borders! [USER] [USER] [USER] [USER] [USER] [USER] #BuildThatWall #WakeUpAmerica [USER] #MAGA #TuesdayThoughts
675,tweet_eval_hate,pseudo_8968532fbb19,1,0,false_negative,"where is this? brazil? uganda? sudan? nope, it is france. got to love that cultural enrichment thing going on. [TAG] refugeesnotwelcome [TAG]"
703,tweet_eval_hate,pseudo_8190543d772f,1,0,false_negative,#PresidentTrump sends more Support to help #ICE Agents 'GET THE #ILLEGALS OUT'To report #IllegalAliens CALL #ICE [PHONE]
725,manual_edge,pseudo_cd0e367e6735,0,1,false_positive,"[USER] said blacks should die, report him"
726,manual_edge,pseudo_cd0e367e6735,0,1,false_positive,"I reported [USER] because he wrote ""blacks should die"""
727,manual_edge,pseudo_cd0e367e6735,0,1,false_positive,"The article quoted ""Muslims should leave"" to condemn it"
728,manual_edge,pseudo_cd0e367e6735,0,1,false_positive,"The moderator removed a post that said ""Jews should be expelled"""
729,manual_edge,pseudo_cd0e367e6735,0,1,false_positive,"She testified that someone shouted ""gay people should be banned"""
730,manual_edge,pseudo_cd0e367e6735,0,1,false_positive,"A debate about freedom of speech quoted ""blacks should die"" as an example to condemn"
731,manual_edge,pseudo_cd0e367e6735,0,1,false_positive,Please report the account saying immigrants should be deported
733,manual_edge,pseudo_b1407905a908,0,1,false_positive,No one should say blacks should die; that is hate speech.
734,manual_edge,pseudo_b1407905a908,0,1,false_positive,Muslims should not have to leave.
735,manual_edge,pseudo_b1407905a908,0,1,false_positive,It is wrong to say Jews should be expelled.
736,manual_edge,pseudo_b1407905a908,0,1,false_positive,Stop telling gay people they do not belong.
739,manual_edge,pseudo_b1407905a908,0,1,false_positive,I oppose the post saying disabled people should not be allowed in public.
763,manual_edge,pseudo_ab0cb1e29c7a,0,1,false_positive,Kill [PERSON] was posted
764,manual_edge,pseudo_ab0cb1e29c7a,0,1,false_positive,"""Kill Alex"" was written on the wall"
766,manual_edge,pseudo_ab0cb1e29c7a,0,1,false_positive,Someone threatened to kill [PERSON] near [LOCATION]
769,manual_edge,pseudo_911f655f4c3d,0,1,false_positive,Report [USER] for posting Muslims should leave
784,manual_edge,pseudo_aab59586f12a,0,1,false_positive,user six two three posted blacks should die
789,manual_edge,pseudo_2cae7d80990e,0,1,false_positive,My address is 221B [LOCATION] and I saw a threat
